taxpayer_id,filing_year,total_income,total_expenses,tax_paid,tax_due,tax_refund_claimed,number_of_dependents,declarations_of_assets,foreign_income,previous_audit_flag,tax_credits_claimed,charitable_donations,high_value_transactions,business_sector,employment_type,risk_flag,is_anomaly
IND4899606,2023,60551.76,10989.24,10156.89,9912.5,600.78,2,158862.91,0,FALSE,902.82,3206.37,3,,Salaried,1,0
IND7956181,2024,51021.67,11261.6,8825.69,7952.01,1561.42,0,217984.64,6606.37,FALSE,2747.64,2771.84,2,,Self-Employed,2,0
IND5261790,2024,55311.2,21612.44,7094.23,6739.75,902.55,3,225485.97,0,FALSE,2250.45,9562.26,2,,Self-Employed,0,0
IND1277214,2023,92166.75,16735.99,15384.54,15086.15,0,3,360398.27,0,FALSE,2447.82,4968.01,3,,Self-Employed,1,0
IND6763822,2024,85486.57,17319.93,13353.96,13633.33,305.63,0,250702.43,6361.09,FALSE,148.64,15111.32,1,,Self-Employed,1,0
COM0273229,2024,1066339.56,640702.32,99172.71,106409.31,9134.78,0,3961030.04,0,FALSE,4786.18,4100.98,39,Healthcare,,0,0
IND3985712,2022,57451.14,6501.42,10226.47,10189.94,0,2,250315.04,0,TRUE,3413.39,4.61,1,,Self-Employed,0,0
IND7678868,2024,91038.95,29833.61,11742.04,12241.07,0,3,375578.37,0,TRUE,5710,15067.06,0,,Self-Employed,2,0
COM6829759,2023,1248403.12,1034908.16,56881.43,53373.74,0,0,5139012.3,0,TRUE,5296.7,18849.39,22,Retail,,1,0
IND5007626,2023,93882.96,29244.11,13691.42,12927.77,0,2,362791.25,0,TRUE,1115.84,2608.58,3,,Salaried,0,0
IND7909523,2022,39515.97,11683.24,4709.49,5566.55,354.78,0,120350.45,15544.43,FALSE,2602.35,2057.07,1,,Self-Employed,0,0
IND3035065,2022,64783.68,13351.51,10150.98,10286.43,535.95,3,204612.68,10106.7,TRUE,290.18,12641,3,,Salaried,0,0
IND3798435,2022,61413.96,24041.1,7128.36,7474.57,0,3,237522.12,9925.13,TRUE,1048.99,2542.45,1,,Self-Employed,0,0
COM0876160,2022,1193117.62,904407.59,73412.37,72177.51,3234.9,0,2892377.62,373172.81,TRUE,3908.24,323.73,44,Tech,,0,0
IND7683444,2022,73479.46,28886.53,8890.27,8918.59,589.45,4,185054.27,0,TRUE,945.39,12145.97,3,,Self-Employed,2,0
COM5203149,2023,1285243.03,862295.64,100131.13,105736.85,0,0,6325402.66,0,FALSE,1872.07,13940.41,30,Manufacturing,,0,0
IND9300469,2022,65841.38,15573.9,10581.61,10053.5,270.03,4,301168.96,0,FALSE,2429.62,1940.09,0,,Self-Employed,0,0
IND3704582,2022,80877.29,9326.39,14457.46,14310.18,310.25,3,318189.31,0,FALSE,1277.85,9262.65,1,,Self-Employed,2,0
IND9306309,2023,64451.64,25194.65,7520.99,7851.4,0,3,243290.3,2926.04,FALSE,3702.15,3366.24,1,,Salaried,2,0
IND4413180,2023,74530.75,10187.79,13744.71,12868.59,2548.62,1,638358.7,0,FALSE,4922.22,9218.26,0,,Salaried,0,1
IND1771130,2023,79289.75,29188.72,9840.33,10020.21,504.08,2,363503.53,0,FALSE,4077.81,8220.73,0,,Salaried,2,0
COM9341573,2024,809594.89,621838.05,45918.45,46939.21,2963.85,0,3536237.6,0,FALSE,11043.01,12440.27,13,Manufacturing,,2,0
IND6355334,2022,85667.81,29299.08,11147.98,11273.75,2195.84,2,367296.34,11306.95,TRUE,3726.05,1344.23,1,,Self-Employed,1,0
COM1945048,2022,284707.96,252282.88,11832.02,8106.27,0,0,929710.86,361085.8,FALSE,880.78,3760.82,45,Manufacturing,,0,0
COM3328143,2023,1244866.56,899832.35,80965.71,86258.55,7095.14,0,2599815.5,0,TRUE,14959.17,9359.86,38,Retail,,2,0
IND2390554,2024,78845.37,9644.41,14126.31,13840.19,2153.48,1,294450.15,8061.66,FALSE,3294.98,12869.44,1,,Salaried,2,0
COM8283399,2024,1100425,931574.93,36371.67,42212.52,0,0,5344903.31,0,FALSE,7768.6,54.68,48,Manufacturing,,1,0
IND2664743,2023,43777.46,15792.23,5296.51,5597.05,0,1,91675.31,8776.25,FALSE,1263.72,5748.33,1,,Self-Employed,1,0
COM9638637,2023,1000927.81,616025.59,98874.21,96225.56,2187.28,0,4192810.62,167613.81,TRUE,26122.14,10320.85,36,Retail,,1,0
COM8410510,2024,986241.62,778172.19,47861.01,52017.36,3966.02,0,2880729.76,0,TRUE,1940.44,17261.86,9,Tech,,2,0
IND1663043,2022,57912.02,7775.28,10023.09,10027.35,391.5,1,245510.94,0,FALSE,4026.23,287.2,0,,Self-Employed,0,0
IND9420568,2024,61613.35,13740.75,9781.66,9574.52,527.24,1,172768.87,0,FALSE,2882.61,43129.345,2,,Salaried,0,1
COM2797865,2023,1524454.14,1211404.07,83052.15,78262.52,0,0,3503830.47,346577.99,TRUE,8883.27,23233.85,10,Finance,,2,0
IND8017218,2023,82789.5,31256.13,9905.34,10306.67,1560.69,1,291089.57,11839.17,TRUE,1208.06,16029.45,0,,Self-Employed,0,0
IND7056868,2023,68852.95,25999.99,8827.99,8570.59,399.43,1,305280.05,11594.66,TRUE,3532.91,48197.065,0,,Self-Employed,2,1
IND7354378,2023,57039.91,15387.64,7956.04,8330.45,606.5,0,192428.28,10626.71,FALSE,4145.35,7595.82,1,,Self-Employed,2,0
COM5362386,2023,1122078.15,741073.54,91053.27,95251.15,3150.16,0,2999613.72,0,FALSE,9346.59,18498.93,29,Tech,,1,0
COM0018214,2024,1006753.89,617159.42,86010.81,97398.62,2997.29,0,4526335.45,0,TRUE,14472.98,8611.61,30,Finance,,0,0
COM0961905,2023,1364800.57,886491.01,114685.17,119577.39,0,0,3519017.94,246835.3,TRUE,2148.66,25222.18,40,Tech,,0,0
COM3618583,2022,1010281.54,615411.95,90313.05,98717.4,1190.42,0,2827475.43,0,TRUE,15315.52,7476.06,28,Tech,,0,0
COM4963464,2023,886211.84,663834.96,48605.92,55594.22,3620.45,0,3882211.04,0,FALSE,6384.32,9733.52,21,Tech,,0,0
IND0948550,2024,28437.965,10350.61,9344.59,9305.06,0,1,165206.01,0,TRUE,3121.71,2947.81,46,,Salaried,0,1
IND6976751,2022,92876.29,31590.02,12126.7,12257.25,1235.34,1,194200.75,4827.75,FALSE,4170.66,16569.75,2,,Salaried,2,0
COM7585975,2023,1205404.81,945259.67,59661.71,65036.28,0,0,5077066.8,0,TRUE,10023,22873.95,34,Finance,,2,0
COM0415956,2023,989685.42,863874.89,42554.39,31452.63,0,0,4918456.89,0,FALSE,1560.31,19648.88,18,Tech,,1,0
IND4990257,2023,40335.03,11562.41,5929.41,5754.52,14.39,2,161702.47,3618.26,TRUE,1097.2,6172.79,1,,Self-Employed,2,0
IND1159449,2023,65539.67,9517.12,11340.67,11204.51,0,4,247290.21,4566.24,FALSE,2226.62,11471.95,3,,Self-Employed,0,0
IND1530382,2023,85558.76,31122.47,10815.09,10887.26,988.27,4,346534.23,0,FALSE,284.08,16071.77,2,,Self-Employed,0,0
COM5650225,2023,669479.02,465584.46,50653.74,50973.64,0,0,2435968.16,146599.94,TRUE,2322.72,13301.98,50,Finance,,1,0
COM5149540,2024,866978.94,602583.09,66615.57,66098.96,0,0,3965086.8,0,TRUE,19687.11,10940.75,19,Tech,,0,0
IND5898292,2023,72325.9,12434.66,11754.55,11978.25,403.91,0,316387.88,0,TRUE,1067.37,11846.65,3,,Salaried,0,0
IND0996863,2023,69163.96,15179.92,10835.5,10796.81,0,3,336141.05,0,FALSE,4665.5,10610.9,0,,Self-Employed,2,0
IND5871666,2024,61007.17,20485.71,8817.67,8104.29,0,0,269847.89,0,TRUE,1835.13,10131.6,2,,Self-Employed,1,0
IND1027534,2023,50969.21,13702.68,7557.87,7453.31,0,0,133304.08,0,FALSE,1377.71,5304.01,3,,Salaried,2,0
COM2007504,2022,1415645.9,1176921.91,57444.13,59681,0,0,4833155.89,0,FALSE,8986.81,17131.33,7,Manufacturing,,2,0
IND4067469,2024,71906.07,24242.97,9923.12,9532.62,425.32,4,356768.52,13252.11,TRUE,2441.85,6927.51,2,,Salaried,0,0
IND9725598,2022,67722.98,27029.01,7883.07,8138.79,0,3,245912.25,0,FALSE,1439.62,47406.086,3,,Salaried,1,1
COM4320356,2022,937706.65,730624.44,51067.08,51770.55,0,0,1912352.2,469294.87,FALSE,7668.88,17331.92,49,Healthcare,,0,0
COM7867197,2022,834869.3,571975.79,59456.36,65723.38,0,0,2838073.58,0,FALSE,13523.91,3844.97,16,Manufacturing,,1,0
COM3953065,2022,654526.25,403518.13,67486.62,62752.03,0,0,1569678.59,299732.57,FALSE,13162.9,833.49,42,Manufacturing,,2,0
COM6322990,2024,742052.36,465900.19,75535.98,69038.04,3903.7,0,2993428.17,447147.19,TRUE,12753.93,9406.08,9,Retail,,2,0
COM2110325,2022,615539.88,792516.64,101098.88,109640.78,0,0,5947032.63,444942.47,TRUE,25590.45,13374.73,18,Tech,,1,1
COM1599043,2024,1139629.93,700685.46,113063.21,109736.12,2274.96,0,5548079.29,398192.81,FALSE,1986.22,5689.24,17,Finance,,2,0
COM3515696,2024,1081608.07,802296.11,71274.1,69827.99,3994.36,0,3617412.76,398388.58,FALSE,2564.82,3517.19,23,Finance,,0,0
COM6374756,2023,891909.54,618417.98,63798.36,68372.89,5615.1,0,4155797.25,69998.18,TRUE,15904.92,4240.2,14,Tech,,0,0
COM5757159,2022,1000801.03,608949.26,94342.14,97962.94,0,0,3163853.44,339390.66,FALSE,6660.9,10630.22,39,Retail,,1,0
IND9217779,2024,82675.54,13643.28,14013.35,13806.45,268.26,4,242802.8,0,TRUE,3773.98,3835.27,3,,Salaried,2,0
IND0486743,2022,69622.41,21535.94,9552.08,9617.29,1357.27,3,147775.06,0,FALSE,2772.12,11991.47,3,,Salaried,1,0
COM8299047,2024,821011.28,622829.17,60035.23,49545.53,206.38,0,1852041.37,0,TRUE,4349.93,8956.05,5,Tech,,2,0
COM5558695,2022,482167.21,828828.54,36074.96,33876.47,0,0,3183614.74,356810.1,TRUE,8448.32,1835.15,10,Retail,,1,1
COM9966382,2022,878279.23,532036.27,96107.1,86560.74,3905.6,0,3457164.83,0,FALSE,1181.95,16674.09,39,Manufacturing,,1,0
COM3559000,2024,908925.16,765350.76,38224.58,35893.6,761.42,0,2971947.41,191725.36,FALSE,876.49,10045.29,38,Tech,,1,0
COM9368623,2023,1383103.38,1184002.98,48596.9,49775.1,1943.67,0,6031363.36,409634.78,FALSE,12938.99,21471.4,5,Retail,,2,0
COM4663507,2022,952856.66,751726.2,55775.32,50282.62,0,0,9465238.14,0,TRUE,12636,10167.54,36,Manufacturing,,1,1
IND9477845,2023,75279.49,21920.74,10029.82,10671.75,0,4,158723.64,7107,FALSE,4519.74,8131.17,0,,Salaried,2,0
IND5963921,2023,72161.17,10385.7,11944.98,12355.09,0,4,235051.77,11069.4,FALSE,2155.67,4757.86,0,,Self-Employed,0,0
IND5317308,2022,74087.3,21776.71,10772.01,10462.12,806.69,1,205997.54,7512.41,TRUE,2773.12,6168.04,3,,Salaried,2,0
IND4529737,2024,72723.29,14480.19,12119.58,11648.62,0,4,168636,15126.25,FALSE,3396.95,8836.72,1,,Salaried,2,0
IND6193918,2024,105764.75,16867.08,18011.32,17779.53,2686.85,1,396985.9,2911.7,TRUE,7099.32,7249.56,3,,Self-Employed,1,0
COM2381041,2024,1153610.78,959738.8,43125.94,48468,0,0,5712778.92,88561.31,TRUE,13226.99,19467.98,24,Finance,,1,0
IND5921740,2024,47313.66,8066.89,784.935,7849.35,802.48,1,308994.09,0,TRUE,476.46,2544.16,2,,Self-Employed,1,1
COM2679022,2023,981149.66,732303.82,64685.43,62211.46,0,0,4663974.35,215826.76,TRUE,465.33,4623.72,30,Finance,,2,0
IND2297394,2023,55763.32,22258.23,6196.28,6701.02,0,0,113470.1,0,TRUE,484.89,2712.98,3,,Salaried,2,0
COM2736120,2024,825561.51,569411.75,68272.54,64037.44,0,0,3334459.5,0,FALSE,15104.83,13140.7,47,Finance,,1,0
COM5154963,2023,954749.86,854342.84,18375.63,25101.76,766.65,0,2004002.32,323037.33,TRUE,3245.91,6342.85,7,Tech,,1,0
COM3626395,2023,872158.18,706965.65,40573.18,41298.13,0,0,3790180.07,0,TRUE,3324.1,10587.39,7,Tech,,2,0
COM6085961,2023,1388654.2,1133987.66,68468.74,63666.64,3855.28,0,2852052.52,75476.6,TRUE,17158.8,17295.06,28,Manufacturing,,2,0
COM2451184,2024,662643.5,511445.47,38205.13,37799.51,348.92,0,2427319.5,0,TRUE,958.59,6220.82,40,Finance,,0,0
IND4568329,2024,78053.14,25033.37,10568.72,10603.95,0,2,201487.37,0,TRUE,3894.26,13502.7,3,,Salaried,2,0
COM7681551,2022,674736.98,555113.52,40489.59,29905.86,924.5,0,1815825.12,0,TRUE,1507.44,4787.9,28,Tech,,2,0
IND9883156,2022,51246.3,5957.45,8758.33,9057.77,120.26,1,156485.74,0,TRUE,2701.35,8864.45,3,,Self-Employed,1,0
IND0602609,2023,19986.195,9542.93,10285.64,11415.54,1481.97,4,323115.09,0,TRUE,1971.81,2307.73,1,,Self-Employed,1,1
IND1018955,2023,80059.65,20447.33,12400.01,11922.46,0,4,169096.3,0,TRUE,5188.18,15984.83,3,,Salaried,1,0
IND4163412,2024,88479.98,23866.22,12925.24,12922.75,1155.14,4,334507.67,19383.18,FALSE,2672.57,10056.4,0,,Self-Employed,2,0
IND6869392,2024,67820.38,7637.91,12388.02,12036.49,343.93,0,171171.63,13204.79,FALSE,3000.44,5019.55,3,,Self-Employed,1,0
IND5495206,2022,61820.41,22330.18,7634.14,7898.05,0,0,187194.71,11277.95,FALSE,633.34,8938.88,3,,Salaried,1,0
IND5906396,2023,105994.77,30758.84,14772.51,15047.19,338.73,0,269538.21,11273.49,FALSE,1166.86,5681.24,1,,Salaried,2,0
COM1015800,2023,942235.99,720083.82,61708.77,55538.04,0,0,3213005.02,0,TRUE,15769.41,1539.32,27,Finance,,0,0
IND4335770,2024,68475.22,13739.07,11695.67,10947.23,0,3,311605.59,0,FALSE,5348.75,1524.45,0,,Self-Employed,0,0
IND0341057,2022,97931.94,31879.21,13417.87,13210.55,2154.92,2,418708.56,0,FALSE,4098.4,14538.06,3,,Salaried,2,0
IND4625788,2022,66118.4,14303.72,11002.18,10362.94,0,0,209448.5,0,TRUE,2973.74,1690.06,0,,Salaried,2,0
COM8693051,2023,1020940.84,788650.02,57849.19,58072.7,0,0,3811554.36,378637.37,TRUE,4743.12,17601.15,13,Healthcare,,0,0
IND4273023,2023,76395.56,23635.86,10503.36,10551.94,0,2,243138.38,0,FALSE,4778.34,6177.42,0,,Salaried,0,0
IND7135992,2024,56762.71,7368.12,9490.07,9878.92,132.35,4,185140.05,4932.98,TRUE,1540.4,3803.63,2,,Salaried,1,0
IND7112251,2024,79286.01,24204.16,11019.8,11016.37,616.28,4,289421.43,0,TRUE,884.91,2353.13,1,,Self-Employed,2,0
COM5219639,2022,1611995.15,1410231.19,55340.15,50440.99,0,0,3614876.7,0,TRUE,7246.22,23771.19,25,Healthcare,,2,0
COM0448511,2023,317121.9,904737.29,37445.45,38083.93,0,0,2781915.97,109165.27,TRUE,9769.89,10330.1,18,Finance,,1,1
IND3419674,2023,62214.67,6644.24,11081.79,11114.09,1180.89,3,144799.76,0,TRUE,4901.97,2451.2,0,,Self-Employed,2,0
COM7859783,2023,832250.85,592228.4,57704.08,60005.61,4887.61,0,4074972.03,0,TRUE,12975.91,4014.89,37,Manufacturing,,0,0
IND5056967,2024,78177.98,20507.23,11487.43,11534.15,0,2,335909.99,0,FALSE,223.19,1302.54,1,,Salaried,0,0
COM3758017,2023,775197.56,623695.73,44255.12,37875.46,815.92,0,1921822.67,0,FALSE,9957.22,10524.79,13,Retail,,2,0
IND6048206,2024,39528.09,11650.06,5183.76,5575.61,0,0,129690.25,0,FALSE,1851.12,6727.89,0,,Salaried,0,0
COM3454830,2024,1224217.11,860161.92,90764.1,91013.8,0,0,5638781.37,0,FALSE,19533.24,22150.02,49,Healthcare,,1,0
COM3672211,2022,592779.11,469414.88,38163.72,30841.06,0,0,1933147.39,0,TRUE,4428.77,6151.3,14,Tech,,0,0
COM5543145,2023,1669922.09,1147434.81,128120.09,130621.82,8643.55,0,7393994.96,0,TRUE,35913.04,8122.64,28,Retail,,2,0
COM3482577,2022,613242.94,507542.24,24764.06,26425.17,1656.06,0,1636391.13,423789.83,TRUE,5483.32,12144.23,8,Finance,,1,0
COM1666095,2022,716527.38,573564.28,38969.76,35740.77,711.11,0,1491467.58,0,FALSE,10669.19,13439.43,5,Healthcare,,2,0
IND2704327,2022,63807.7,21463.65,7621.79,8468.81,1301.43,1,206324.82,16689.65,TRUE,3034.42,9298.05,1,,Salaried,0,0
COM4040686,2022,1556294.91,1025528.52,136180.32,132691.6,0,0,7487514.78,386345.02,FALSE,11899.36,28649.34,29,Retail,,1,0
COM9746144,2024,738891.8,541569.39,47175.92,49330.6,3697.46,0,3598575,0,FALSE,14394.2,5911.21,19,Finance,,2,0
IND5349056,2024,46875.98,14784.07,5991.37,6418.38,0,2,189527.41,0,TRUE,2492.91,32813.186,3,,Salaried,2,1
COM8142672,2023,881198.22,562402.43,80768.66,79698.95,7209.28,0,3652066.54,356904.05,TRUE,11663.22,4167.36,46,Tech,,2,0
IND0391618,2022,52728.5,17119.3,7772.23,7121.84,681.48,2,231894.59,17473.48,TRUE,1373.5,9625.84,0,,Self-Employed,1,0
COM1444291,2022,1113434.72,799892.08,87840.53,78385.66,1087.6,0,3975372.31,401832.43,TRUE,667.11,3123.78,23,Tech,,1,0
COM1848554,2024,970908.84,635159.79,78986.57,83937.26,0,0,2804597.68,302293.61,FALSE,13913.1,16955.64,9,Retail,,2,0
IND2615345,2024,61155.42,15723.16,9508.44,9086.45,0,2,292229.65,8198.14,FALSE,679.25,7056.23,1,,Salaried,2,0
IND7758928,2022,60830.43,21247.84,8423.97,7916.52,0,3,171549.78,12916.86,TRUE,332.06,3825.66,3,,Salaried,0,0
COM7016333,2023,980866.43,880609.76,28468.65,25064.17,1536.15,0,3267540,0,FALSE,5545.1,15356.97,46,Finance,,1,0
IND1176536,2024,101599.53,31188.14,13999.09,14082.28,0,3,271192.84,2554.7,FALSE,1379.55,12805.03,0,,Salaried,2,0
IND1666509,2022,64969.46,16196.66,9949.91,9754.56,1150.64,4,152010.27,3122.3,TRUE,4793.29,3835.86,2,,Self-Employed,2,0
IND2109047,2022,47531.61,6976.05,7358.49,8111.11,0,1,140766.36,0,FALSE,64.2,636.19,3,,Self-Employed,0,0
IND9526614,2023,47778.7,8845.77,8832.02,7786.59,0,0,203973.06,19885.83,TRUE,563.73,7563.67,2,,Salaried,1,0
IND3152455,2022,61068.96,22846.61,7085.03,7644.47,0,1,234788.79,0,TRUE,1944.52,9049.12,3,,Self-Employed,0,0
IND7095768,2023,97112.29,25286.25,14761.42,14365.21,0,3,263210.82,0,TRUE,1614.74,375.12,2,,Self-Employed,2,0
COM7165764,2022,726874.7,440208.29,63916.6,71666.6,0,0,3087964.11,0,FALSE,11321.86,8230.76,17,Finance,,0,0
IND5757877,2022,101774.02,13487.26,16656.4,17657.35,0,3,224476.26,12884.2,FALSE,4845.83,640.08,1,,Self-Employed,2,0
COM6026547,2022,1076772.84,950423.28,36051.4,31587.39,2010.63,0,4572369.67,0,FALSE,6558.08,9922.69,9,Finance,,2,0
IND3708517,2022,84835.08,22751.17,12177.45,12416.78,920.81,3,279608.53,2342.62,FALSE,4521.89,10421.38,3,,Self-Employed,1,0
IND8912750,2022,66459.49,13067.65,10967.09,10678.37,0,3,163607.34,0,FALSE,2272.55,5483.96,2,,Self-Employed,1,0
COM1527935,2022,982724.35,657968.42,85127.26,81188.98,0,0,3624078.06,0,FALSE,8755.29,18264.08,34,Healthcare,,2,0
IND8538699,2023,80647.1,20446.29,11566.59,12040.16,830.58,2,345727.19,0,FALSE,498.75,13647.43,0,,Self-Employed,1,0
COM3766326,2024,1197480.8,793562.97,102533.83,100979.46,153800.745,0,5193223.14,352018.68,FALSE,26081.6,1250.02,8,Manufacturing,,2,1
COM2964786,2022,1185513.08,757360.12,111446.56,107038.24,2449.07,0,4611558.61,0,TRUE,17358.5,4552.56,18,Finance,,1,0
COM1245657,2023,1114586.44,933816.36,44710.1,45192.52,3386.79,0,4424942.4,436708.31,TRUE,8657.11,8266.56,47,Healthcare,,0,0
IND7881679,2023,59281.67,22868.74,7200.69,7282.59,456.97,4,273915.56,0,TRUE,704.33,8239.69,0,,Self-Employed,2,0
COM5362592,2024,618576.65,372462.04,55292.19,61528.65,0,0,1994175.73,491117.54,TRUE,14583.83,7624.46,24,Tech,,2,0
COM4641828,2023,1578603.64,1042323.16,138265.15,134070.12,0,0,7017029.21,472664.74,TRUE,30750.53,17265.96,37,Retail,,1,0
COM3098765,2023,1139147.19,808088.96,81523.63,82764.56,0,0,3412018.4,463521.51,TRUE,165529.12,18660.14,22,Manufacturing,,2,1
COM2601706,2022,954158.07,586910.81,101588.26,91811.81,4801.89,0,2208456.08,182614.96,FALSE,22291.98,10021.56,7,Healthcare,,0,0
COM3740209,2023,958549.56,682983.51,68907.89,68891.51,0,0,2699721.33,53071.25,TRUE,8926.79,10674.21,13,Tech,,0,0
COM7790214,2022,464763.385,692702.01,49841.45,59206.19,0,0,2114229.95,0,FALSE,12119.37,14911.62,41,Retail,,2,1
IND2910559,2022,106417.73,35146.64,13893.09,14254.22,1321.4,1,473888.45,0,TRUE,1248.03,13443.54,3,,Salaried,0,0
COM1915198,2023,1111523.17,975109.86,30953.8,34103.33,0,0,3248233.62,357960.83,TRUE,9870.67,16681.32,36,Manufacturing,,0,0
COM5096510,2022,1620318.14,1350032.28,68552.3,67571.46,4868.29,0,7424289.52,496670.14,FALSE,4032.23,2752.39,9,Tech,,1,0
IND3899376,2024,85273.36,17902.03,13674.64,13474.27,0,2,328107.52,16003.7,FALSE,2483.83,172.09,2,,Salaried,1,0
COM7307030,2024,1735509.6,1328165.83,96407.46,101835.94,9256.15,0,8544160.81,152966.96,TRUE,13384.32,16328.14,44,Healthcare,,2,0
IND5489977,2024,69159.12,17528.14,10317.58,10326.2,0,2,224319.88,12732.58,FALSE,3087.1,857.57,2,,Salaried,1,0
IND3143548,2022,61948.34,6579.93,10567.49,11073.68,1591.37,0,281848.09,16740.24,TRUE,3759.48,9214.47,0,,Salaried,1,0
IND8902649,2023,80606.46,8356.37,15721.47,14450.02,0,1,211450.47,9770.27,TRUE,5753.66,371.43,0,,Self-Employed,0,0
IND8623470,2023,97539.54,22253.34,14655.83,15057.24,0,0,460673.28,0,TRUE,4154.77,9885.78,3,,Salaried,2,0
IND1600996,2024,48790.62,13160.25,6954.79,7126.07,470.95,3,212158.47,0,TRUE,2283.93,8529.7,1,,Self-Employed,0,0
IND0738135,2023,90689.75,10009.16,16544.19,16136.12,0,4,382245.81,0,TRUE,4131.73,63482.825,3,,Salaried,0,1
COM2721024,2022,1379417.55,1015777.78,87245.85,90909.94,0,0,6162797.91,79581.64,TRUE,23532.32,4045.18,25,Finance,,2,0
IND4928222,2023,83344.38,33225.74,10515.6,10023.73,28.77,3,240953.66,0,TRUE,1115.29,11820.3,0,,Self-Employed,1,0
COM5900268,2023,1057961.97,945928.99,24500.7,28008.24,0,0,3038086.97,0,TRUE,711.38,7206.54,11,Manufacturing,,0,0
COM7920715,2024,368012.98,248788.62,16851.47,29806.09,280.23,0,1021018.59,0,TRUE,1968.88,2936.16,36,Tech,,0,0
COM6803806,2024,460864.17,352756.83,8336.15,27026.83,150,0,983394.91,199546.5,FALSE,5117.71,322604.919,50,Healthcare,,0,1
IND2618529,2024,80968.14,10702.61,13287.58,14053.11,0,4,303140.53,18156.01,FALSE,5496.92,4136.47,3,,Self-Employed,2,0
IND8685355,2024,61530.53,17922.59,8406.65,8721.59,1533.28,1,191631.25,14965.38,TRUE,2229.62,5714.25,0,,Salaried,2,0
IND4129232,2022,69040.94,19834.52,10139.83,9841.28,0,3,237795.94,0,FALSE,4734.3,6956.59,2,,Salaried,0,0
IND6862423,2024,74849.48,22850.14,10563.2,10399.87,137.84,1,202402.1,0,TRUE,2789.18,14111.98,1,,Salaried,2,0
COM2483039,2024,792898.88,514413.68,71826.71,69621.3,1169.57,0,2746981.07,152551.89,TRUE,4878.45,7428.35,35,Retail,,0,0
COM3353655,2023,1567931.78,1008019.92,143230.35,139977.96,11593.85,0,6479807.19,0,FALSE,27454.92,1575.37,31,Manufacturing,,2,0
COM4284225,2022,1144650.75,990470.73,25180.54,38545.01,1203.98,0,3083502.49,0,FALSE,8445.91,20628.6,45,Finance,,2,0
COM3639422,2024,861808.37,589718.54,73308.07,68022.46,0,0,2489609.7,0,FALSE,20139.14,13310.54,42,Finance,,2,0
COM3409182,2022,1254489.45,1108412.85,39760.41,36519.15,2419.44,0,4503280.7,81044.29,TRUE,6293.29,17453.47,45,Finance,,2,0
IND8143231,2023,105137.09,15055.32,18341.82,18016.35,3421.28,3,338972.9,16606.61,FALSE,5734.73,18482.09,1,,Self-Employed,0,0
COM4362766,2023,929238.56,766708.91,45876.38,40632.41,2514.18,0,4568955.19,224267.82,TRUE,4760.84,2036.85,26,Manufacturing,,2,0
COM8585375,2022,1006265.95,894399.87,29120.02,27966.52,0,0,2631328.73,0,TRUE,1181.33,12526.27,18,Manufacturing,,2,0
IND4329590,2024,70034.64,27141.7,8244.94,8578.59,960.43,0,255909.86,17884.78,FALSE,2996.31,12541.49,0,,Self-Employed,2,0
IND8619105,2022,99956.28,36755.46,13119.39,12640.16,2395.66,1,215728.5,0,TRUE,6065.82,3798.99,0,,Salaried,2,0
COM1872792,2023,752923.92,479007.64,72708.11,68479.07,0,0,1882915.68,0,TRUE,5679.69,256.22,30,Manufacturing,,2,0
IND8041539,2024,96800.28,32703.2,12997.82,12819.42,0,2,421602.09,12631.68,TRUE,2846.75,2657.68,1,,Self-Employed,1,0
IND6379213,2023,14610.834,14772.49,7438.25,6786.06,0,2,101282.03,9526.76,FALSE,3153.57,7716.45,0,,Self-Employed,2,1
COM0611316,2022,955677.54,613920.02,78958.97,85439.38,4772.89,0,4643413.56,454664.7,TRUE,23604.81,3831.59,19,Retail,,1,0
COM2355540,2023,1278099.89,827944.44,109160.27,112538.86,0,0,3345449.29,0,FALSE,21983.08,18730.86,30,Finance,,1,0
IND6468357,2024,85471.15,9832.88,14879.8,15127.65,0,3,316568.86,0,TRUE,5679.89,1092.72,2,,Self-Employed,2,0
IND2495331,2024,68941.24,6987.21,12865.04,12390.81,2266.61,1,185352.99,6071.45,FALSE,2354.15,11022,2,,Self-Employed,1,0
IND8911451,2024,75437.77,20629.83,10773.9,10961.59,0,1,351306.95,11588.37,TRUE,1750.31,1425.96,2,,Salaried,1,0
IND6498174,2023,38825.22,7095.73,6620.58,6345.9,1073.9,1,99575.28,0,TRUE,2425.96,7278.81,1,,Salaried,2,0
IND9116583,2022,68039.38,23917.18,8783.9,8824.44,0,3,170618.79,0,TRUE,2237.21,254.88,3,,Salaried,0,0
IND5389268,2022,91245.08,23374.02,13203.17,13574.21,0,0,211648.74,17450.24,TRUE,5755.15,2740.35,1,,Salaried,2,0
COM7859804,2023,502079.39,343944.71,33252.24,39533.67,284.96,0,1802140.45,0,TRUE,9177.21,3973.48,22,Tech,,1,0
IND5415033,2022,75626.77,7609.62,13177.3,13603.43,0,2,279469.95,10935.03,TRUE,5717.06,12139.48,3,,Salaried,2,0
IND2786670,2023,78184.21,18285.43,12314.98,11979.76,2276.96,4,313544.78,10427.85,FALSE,2713.25,8299.14,0,,Salaried,2,0
IND4896634,2024,63892.26,76670.712,9819.51,9727.74,772.62,0,131663.35,17431.82,FALSE,1348.28,6001.21,2,,Self-Employed,1,1
